datetime,region_clean,title,content,content_clean,url,month,season,quarter,year,content_length,word_count,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
2020-11-25 12:00:00+00:00,Middle East,"‘Incredibly hard’ winter beckons for Syrians, more assistance urgently needed","More than three million people across Syria require assistance through what is likely to be an “incredibly hard” winter, the acting deputy UN Emergency Relief Coordinator told the Security Council on Wednesday, highlighting that those displaced remain “particularly vulnerable”.","['three', 'million', 'people', 'across', 'syria', 'require', 'assistance', 'likely', 'incredibly', 'hard', 'winter', 'acting', 'deputy', 'un', 'emergency', 'relief', 'coordinator', 'told', 'security', 'council', 'wednesday', 'highlighting', 'displaced', 'remain', 'particularly', 'vulnerable']",https://news.un.org/en/story/2020/11/1078552,November,Autumn,4,2020,278,26,747,0.059,0.816,0.125,0.4404,0.5719686,0.4007898,0.027241591,positive,negative
2020-11-25 12:00:00+00:00,Unknown,UN report finds Gaza suffered $16.7 billion loss from siege and occupation,"Israel’s military operations and prolonged closure of Gaza, has caused economic damage of $16.7 billion between 2007 and 2018, driving the poverty rate up almost fourfold compared to what it might have otherwise been, the UN trade and development agency UNCTAD said in a report published on Wednesday.","['israel', 'military', 'operation', 'prolonged', 'closure', 'gaza', 'caused', 'economic', 'damage', '167', 'billion', '2007', '2018', 'driving', 'poverty', 'rate', 'almost', 'fourfold', 'compared', 'might', 'otherwise', 'un', 'trade', 'development', 'agency', 'unctad', 'said', 'report', 'published', 'wednesday']",https://news.un.org/en/story/2020/11/1078532,November,Autumn,4,2020,301,30,748,0.126,0.874,0.0,-0.7579,0.8752966,0.11848256,0.0062208856,negative,negative
2020-11-25 12:00:00+00:00,Unknown,"Alert over growing use of cluster munitions, despite stockpile reductions","Lethal cluster munitions are still being used in old and new conflicts around the world, from Syria to Libya, to Nagorno-Karabakh, a UN-backed civil society report said on Wednesday.","['lethal', 'cluster', 'munition', 'still', 'used', 'old', 'new', 'conflict', 'around', 'world', 'syria', 'libya', 'nagornokarabakh', 'unbacked', 'civil', 'society', 'report', 'said', 'wednesday']",https://news.un.org/en/story/2020/11/1078542,November,Autumn,4,2020,182,19,749,0.088,0.912,0.0,-0.3818,0.46788925,0.5133827,0.01872803,negative,neutral
2020-11-25 12:00:00+00:00,Middle East,UN officials denounce bombings in northern Syria,"Two separate bomb attacks in northern Syria on Tuesday, which reportedly left at least seven civilians dead and many more wounded, have been condemned by the UN.","['two', 'separate', 'bomb', 'attack', 'northern', 'syria', 'tuesday', 'reportedly', 'left', 'least', 'seven', 'civilian', 'dead', 'many', 'wounded', 'condemned', 'un']",https://news.un.org/en/story/2020/11/1078482,November,Autumn,4,2020,161,17,750,0.366,0.634,0.0,-0.9231,0.8442054,0.15165736,0.0041373186,negative,negative
2020-11-24 12:00:00+00:00,Africa,DR Congo: War crimes conviction ‘an important victory’ for justice – UN envoy,Two senior UN officials welcomed on Tuesday the war crimes conviction and life sentencing of an armed combatant in the Democratic Republic of the Congo (DRC).,"['two', 'senior', 'un', 'official', 'welcomed', 'tuesday', 'war', 'crime', 'conviction', 'life', 'sentencing', 'armed', 'combatant', 'democratic', 'republic', 'congo', 'drc']",https://news.un.org/en/story/2020/11/1078472,November,Autumn,4,2020,158,17,751,0.178,0.744,0.078,-0.4767,0.024461111,0.3977248,0.5778141,negative,positive
2020-11-24 12:00:00+00:00,Middle East,Iraq: Continued international support vital amid ‘multiple storms’,"As authorities in Iraq continue to operate “in the eye of multiple storms”, international support remains essential for resolving ongoing political, security, economic and social crises, as well as the fallout from the COVID-19 pandemic, the Security Council heard on Tuesday.","['authority', 'iraq', 'continue', 'operate', 'eye', 'multiple', 'storm', 'international', 'support', 'remains', 'essential', 'resolving', 'ongoing', 'political', 'security', 'economic', 'social', 'crisis', 'well', 'fallout', 'covid19', 'pandemic', 'security', 'council', 'heard', 'tuesday']",https://news.un.org/en/story/2020/11/1078452,November,Autumn,4,2020,276,26,752,0.0,0.747,0.253,0.8807,0.14890683,0.79779845,0.053294737,positive,neutral
2020-11-24 12:00:00+00:00,Asia Pacific,Afghanistan conference draws donor pledges and calls for lasting ceasefire,"International donors pledged financial and political support for Afghanistan’s peace process at the 2020 Afghanistan Conference in Geneva on Tuesday, anticipating a sustainable ceasefire that will help the country rebuild and heal after decades of conflict.","['international', 'donor', 'pledged', 'financial', 'political', 'support', 'afghanistan', 'peace', 'process', '2020', 'afghanistan', 'conference', 'geneva', 'tuesday', 'anticipating', 'sustainable', 'ceasefire', 'help', 'country', 'rebuild', 'heal', 'decade', 'conflict']",https://news.un.org/en/story/2020/11/1078462,November,Autumn,4,2020,257,23,753,0.055,0.735,0.211,0.765,0.0029110503,0.2936925,0.70339644,positive,positive
2020-11-24 12:00:00+00:00,Americas,"Protect civilians uphold human rights, UN tells warring parties in Ethiopia","The UN's top human rights official has called on the parties to the conflict in Ethiopia’s Tigray region to give “clear and unambiguous orders” to their forces not to target civilians, and protect them from assault.","['un', 'top', 'human', 'right', 'official', 'called', 'party', 'conflict', 'ethiopia', 'tigray', 'region', 'give', 'clear', 'unambiguous', 'order', 'force', 'target', 'civilian', 'protect', 'assault']",https://news.un.org/en/story/2020/11/1078422,November,Autumn,4,2020,215,20,754,0.138,0.701,0.161,0.0,0.19023345,0.77928954,0.030476974,neutral,neutral
2020-11-23 12:00:00+00:00,Unknown,"UN ‘extremely concerned’ for safety of Tigray civilians in regional capital, as refugee numbers grow","The UN on Monday said it was “extremely concerned” over the safety of civilians across Ethiopia’s Tigray region, as fighting between Government troops and those loyal to the Tigray People’s Liberation Front (TPLF) reportedly continued, with the Ethiopian Prime Minister having called on opposition forces to surrender the capital Mekelle, by Wednesday.","['un', 'monday', 'said', 'extremely', 'concerned', 'safety', 'civilian', 'across', 'ethiopia', 'tigray', 'region', 'fighting', 'government', 'troop', 'loyal', 'tigray', 'people', 'liberation', 'front', 'tplf', 'reportedly', 'continued', 'ethiopian', 'prime', 'minister', 'called', 'opposition', 'force', 'surrender', 'capital', 'mekelle', 'wednesday']",https://news.un.org/en/story/2020/11/1078382,November,Autumn,4,2020,352,32,755,0.044,0.854,0.103,0.5267,0.47732013,0.5049696,0.017710304,positive,neutral
2020-11-23 12:00:00+00:00,Asia Pacific,Afghanistan: UN’s Grandi and Bachelet put plea for lasting ceasefire top of their wishlist,"Two top UN officials called for an end to the long-running conflict in Afghanistan on Monday, telling a major conference in Geneva that normality could only return to the country if there was a sustained ceasefire.","['two', 'top', 'un', 'official', 'called', 'end', 'longrunning', 'conflict', 'afghanistan', 'monday', 'telling', 'major', 'conference', 'geneva', 'normality', 'could', 'return', 'country', 'sustained', 'ceasefire']",https://news.un.org/en/story/2020/11/1078342,November,Autumn,4,2020,214,20,756,0.064,0.886,0.05,-0.128,0.0667942,0.7965806,0.1366252,negative,neutral
2020-11-23 12:00:00+00:00,Africa,"Somalia at a crossroad, UN envoy urges ‘deepened’ political consensus","The “broad political consensus” reached in September that ended a two-year stalemate in Somalia must be “preserved and indeed deepened”, the country’s UN envoy told the Security Council on Monday.","['broad', 'political', 'consensus', 'reached', 'september', 'ended', 'twoyear', 'stalemate', 'somalia', 'must', 'preserved', 'indeed', 'deepened', 'country', 'un', 'envoy', 'told', 'security', 'council', 'monday']",https://news.un.org/en/story/2020/11/1078352,November,Autumn,4,2020,196,20,757,0.0,0.877,0.123,0.4215,0.022233868,0.7985766,0.17918947,positive,neutral
2020-11-21 12:00:00+00:00,Asia Pacific,Afghanistan: UN chief underscores need to end violence following deadly rocket attacks,"The UN Secretary-General has condemned rocket attacks in Afghanistan’s capital, Kabul, on Saturday which killed at least eight civilians and wounded many more.","['un', 'secretarygeneral', 'condemned', 'rocket', 'attack', 'afghanistan', 'capital', 'kabul', 'saturday', 'killed', 'least', 'eight', 'civilian', 'wounded', 'many']",https://news.un.org/en/story/2020/11/1078282,November,Autumn,4,2020,159,15,758,0.34,0.66,0.0,-0.8834,0.85802174,0.13733599,0.00464222,negative,negative
2020-11-21 12:00:00+00:00,Africa,Appointment of AU envoys for Ethiopia’s Tigray crisis an 'initiative for peace': UN chief,"UN Secretary-General António Guterres has welcomed the African Union’s (AU) appointment of three high-level envoys to help resolve the conflict in the Tigray region of Ethiopia, calling it an ""initiative for peace.”","['un', 'secretarygeneral', 'antónio', 'guterres', 'welcomed', 'african', 'union', 'au', 'appointment', 'three', 'highlevel', 'envoy', 'help', 'resolve', 'conflict', 'tigray', 'region', 'ethiopia', 'calling', 'initiative', 'peace']",https://news.un.org/en/story/2020/11/1078272,November,Autumn,4,2020,215,21,759,0.061,0.737,0.203,0.6597,0.003488991,0.17716974,0.81934124,positive,positive
2020-11-21 12:00:00+00:00,Africa,‘We see the sparks before they turn into fires’: training women to avoid conflict in Sierra Leone,"In the West African country of Sierra Leone, the UN is supporting a government programme, training women and men to take on leadership roles in areas such as peacebuilding, with the aim of promoting peace and non-violence.","['west', 'african', 'country', 'sierra', 'leone', 'un', 'supporting', 'government', 'programme', 'training', 'woman', 'men', 'take', 'leadership', 'role', 'area', 'peacebuilding', 'aim', 'promoting', 'peace', 'nonviolence']",https://news.un.org/en/story/2020/11/1078262,November,Autumn,4,2020,222,21,760,0.0,0.788,0.212,0.836,0.0053253444,0.48272562,0.51194906,positive,positive
2020-11-20 12:00:00+00:00,Middle East,‘Act urgently’ to stave off catastrophic famine in Yemen: Guterres,"Yemen is in “imminent danger of the worst famine the world has seen for decades”, the UN chief warned in a statement released on Friday, calling for urgent action on the part of the international community to “stave off catastrophe”.","['yemen', 'imminent', 'danger', 'worst', 'famine', 'world', 'seen', 'decade', 'un', 'chief', 'warned', 'statement', 'released', 'friday', 'calling', 'urgent', 'action', 'part', 'international', 'community', 'stave', 'catastrophe']",https://news.un.org/en/story/2020/11/1078212,November,Autumn,4,2020,233,22,761,0.207,0.754,0.039,-0.8316,0.74601823,0.23885158,0.015130263,negative,negative
2020-11-19 12:00:00+00:00,Global,"Collective, conflict-sensitive responses vital to address COVID-19 pandemic and its fallout","The coronavirus pandemic has not only exacted a terrible toll on human lives, health and economies, it has also exacerbated existing conflicts, a UN forum heard on Thursday, with top officials urging global solidarity in the fight against COVID-19.","['coronavirus', 'pandemic', 'exacted', 'terrible', 'toll', 'human', 'life', 'health', 'economy', 'also', 'exacerbated', 'existing', 'conflict', 'un', 'forum', 'heard', 'thursday', 'top', 'official', 'urging', 'global', 'solidarity', 'fight', 'covid19']",https://news.un.org/en/story/2020/11/1078162,November,Autumn,4,2020,248,24,762,0.119,0.731,0.15,0.091,0.8919556,0.10233661,0.0057077804,positive,negative
2020-11-19 12:00:00+00:00,Africa,Heartbreaking stories from refugees fleeing Ethiopia violence,"In a briefing to journalists on Thursday, a senior UN humanitarian official in Sudan recounted moving testimony from refugees who are crossing the border from Ethiopia in their thousands, fleeing fighting in Tigray province.","['briefing', 'journalist', 'thursday', 'senior', 'un', 'humanitarian', 'official', 'sudan', 'recounted', 'moving', 'testimony', 'refugee', 'crossing', 'border', 'ethiopia', 'thousand', 'fleeing', 'fighting', 'tigray', 'province']",https://news.un.org/en/story/2020/11/1078132,November,Autumn,4,2020,224,20,763,0.075,0.925,0.0,-0.3612,0.16495669,0.8084969,0.026546428,negative,neutral
2020-11-19 12:00:00+00:00,Africa,"Libyans charting way to secure and prosperous future, but challenges lie ahead","Following years of political instability and conflict, Libya is making substantial progress on the path to peace, the top UN official in the country told the Security Council on Thursday.","['following', 'year', 'political', 'instability', 'conflict', 'libya', 'making', 'substantial', 'progress', 'path', 'peace', 'top', 'un', 'official', 'country', 'told', 'security', 'council', 'thursday']",https://news.un.org/en/story/2020/11/1078102,November,Autumn,4,2020,187,19,764,0.06,0.622,0.319,0.8402,0.013959825,0.5394188,0.44662133,positive,neutral
2020-11-19 12:00:00+00:00,Global,Refugee resettlement numbers fall to lowest in two decades: UNHCR,"Refugee resettlement numbers will be at a “record low” this year, the UN refugee agency (UNHCR) said on Wednesday, with only  15,425 people resettled in the first nine months of 2020, compared to more than 50,000 in 2019.","['refugee', 'resettlement', 'number', 'record', 'low', 'year', 'un', 'refugee', 'agency', 'unhcr', 'said', 'wednesday', '15425', 'people', 'resettled', 'first', 'nine', 'month', '2020', 'compared', '50000', '2019']",https://news.un.org/en/story/2020/11/1078052,November,Autumn,4,2020,221,22,765,0.0,1.0,0.0,0.0,0.24180469,0.668969,0.08922632,neutral,neutral
2020-11-18 12:00:00+00:00,Middle East,Envoy welcomes restart of Israeli-Palestinian coordination amid COVID-19 rise,"With COVID-19 cases on the rise in the Middle East following weeks of decline, the top UN official in the region has welcomed the Palestinian Authority’s decision to resume coordination with Israel.","['covid19', 'case', 'rise', 'middle', 'east', 'following', 'week', 'decline', 'top', 'un', 'official', 'region', 'welcomed', 'palestinian', 'authority', 'decision', 'resume', 'coordination', 'israel']",https://news.un.org/en/story/2020/11/1077942,November,Autumn,4,2020,198,19,766,0.0,0.877,0.123,0.4939,0.012917662,0.40376768,0.58331466,positive,positive
2020-11-18 12:00:00+00:00,Africa,"Violence, insecurity continues to plague South Sudan communities","Over 1,000 people have been killed and more than 400 abducted in the past six months in intercommunal violence in South Sudan, amid fears that tensions may worsen with the onset of the dry season, the UN envoy for the country has said.","['1000', 'people', 'killed', '400', 'abducted', 'past', 'six', 'month', 'intercommunal', 'violence', 'south', 'sudan', 'amid', 'fear', 'tension', 'may', 'worsen', 'onset', 'dry', 'season', 'un', 'envoy', 'country', 'said']",https://news.un.org/en/story/2020/11/1077982,November,Autumn,4,2020,235,24,767,0.362,0.638,0.0,-0.9681,0.9410008,0.057185628,0.0018135132,negative,negative
2020-11-17 12:00:00+00:00,Africa,‘Full scale’ humanitarian crisis unfolding in Ethiopia’s Tigray: UNHCR,"A “full-scale humanitarian crisis” is unfolding as thousands of refugees flee ongoing fighting in Ethiopia’s Tigray region each day to seek safety in eastern Sudan, the UN refugee agency (UNHCR) reported on Tuesday.","['fullscale', 'humanitarian', 'crisis', 'unfolding', 'thousand', 'refugee', 'flee', 'ongoing', 'fighting', 'ethiopia', 'tigray', 'region', 'day', 'seek', 'safety', 'eastern', 'sudan', 'un', 'refugee', 'agency', 'unhcr', 'reported', 'tuesday']",https://news.un.org/en/story/2020/11/1077832,November,Autumn,4,2020,215,23,768,0.071,0.85,0.079,0.0772,0.6785001,0.30863008,0.012869765,positive,negative
2020-11-17 12:00:00+00:00,Global,"Commitment ‘crucial’ to strengthen Security Council, says UN Assembly President","Highlighting the importance of the UN Security Council to address peace and security challenges in an increasingly complex world, the President of the General Assembly has called on ambassadors to drive through “true reforms”, to make the body more effective.","['highlighting', 'importance', 'un', 'security', 'council', 'address', 'peace', 'security', 'challenge', 'increasingly', 'complex', 'world', 'president', 'general', 'assembly', 'called', 'ambassador', 'drive', 'true', 'reform', 'make', 'body', 'effective']",https://news.un.org/en/story/2020/11/1077802,November,Autumn,4,2020,259,23,769,0.0,0.687,0.313,0.9259,0.010446989,0.5076315,0.48192158,positive,neutral
2020-11-16 12:00:00+00:00,Global,"Rising hunger, ‘an outrage in a world of plenty’: Guterres","“Hunger is an outrage in a world of plenty”, the UN chief told the governing body of the Organization’s food agency on Monday, highlighting the important role of food security in cementing peace.","['hunger', 'outrage', 'world', 'plenty', 'un', 'chief', 'told', 'governing', 'body', 'organization', 'food', 'agency', 'monday', 'highlighting', 'important', 'role', 'food', 'security', 'cementing', 'peace']",https://news.un.org/en/story/2020/11/1077792,November,Autumn,4,2020,195,20,770,0.085,0.718,0.197,0.5267,0.25023717,0.63025016,0.11951266,positive,neutral
2020-11-16 12:00:00+00:00,Africa,"Many challenges remain for Sahel Joint Force, warns Lacroix, welcoming ‘increased coordination’","It will take a variety of different actors to confront and deal with the “daunting challenges” in the Sahel region, the head of UN peacekeeping told the Security Council on Monday.","['take', 'variety', 'different', 'actor', 'confront', 'deal', 'daunting', 'challenge', 'sahel', 'region', 'head', 'un', 'peacekeeping', 'told', 'security', 'council', 'monday']",https://news.un.org/en/story/2020/11/1077762,November,Autumn,4,2020,180,17,771,0.05,0.792,0.158,0.5719,0.27457407,0.6951256,0.030300355,positive,neutral
2020-11-14 12:00:00+00:00,Africa,Libyan elections to take place in December 2021: senior UN official,"National elections in Libya will take place on 24 December 2021, Stephanie Williams, the head of the UN mission in the country, announced on Friday during a virtual press conference.","['national', 'election', 'libya', 'take', 'place', '24', 'december', '2021', 'stephanie', 'williams', 'head', 'un', 'mission', 'country', 'announced', 'friday', 'virtual', 'press', 'conference']",https://news.un.org/en/story/2020/11/1077692,November,Autumn,4,2020,182,19,772,0.0,1.0,0.0,0.0,0.02261795,0.95153093,0.025851158,neutral,neutral
2020-11-13 12:00:00+00:00,Africa,"Deputy UN chief looks to ‘new dawn for Mali’, promotes participation of women in country’s transition","The UN Deputy Secretary-General, Amina Mohammed on Friday has been strongly advocating for the greater participation of women and youth in Mali’s ongoing transition towards a durable peace, and the response to the COVID-19 pandemic, as she continues her solidarity visit to West Africa and the Sahel.","['un', 'deputy', 'secretarygeneral', 'amina', 'mohammed', 'friday', 'strongly', 'advocating', 'greater', 'participation', 'woman', 'youth', 'mali', 'ongoing', 'transition', 'towards', 'durable', 'peace', 'response', 'covid19', 'pandemic', 'continues', 'solidarity', 'visit', 'west', 'africa', 'sahel']",https://news.un.org/en/story/2020/11/1077682,November,Autumn,4,2020,300,27,773,0.0,0.803,0.197,0.8519,0.0055940673,0.4693956,0.52501035,positive,positive
2020-11-13 12:00:00+00:00,Africa,Guterres ‘remains committed’ to maintaining 1991 ceasefire in Western Sahara,"The UN chief has expressed “grave concern” at the possible consequences which could arise from an operation reportedly launched by the Moroccan Government on the southern border of Western Sahara, in response to a reported highway blockade by supporters of the pro-independence Frente POLISARIO.","['un', 'chief', 'expressed', 'grave', 'concern', 'possible', 'consequence', 'could', 'arise', 'operation', 'reportedly', 'launched', 'moroccan', 'government', 'southern', 'border', 'western', 'sahara', 'response', 'reported', 'highway', 'blockade', 'supporter', 'proindependence', 'frente', 'polisario']",https://news.un.org/en/story/2020/11/1077672,November,Autumn,4,2020,295,26,774,0.0,0.903,0.097,0.5267,0.34579086,0.6357799,0.018429201,positive,neutral
2020-11-13 12:00:00+00:00,Unknown,"Mozambique Cabo Delgado violence is a ‘desperate’ situation, warns Bachelet","There is increasing concern about the worsening security situation in Cabo Delgado province in northern Mozambique, which the UN High Commissioner for Human Rights described on Friday as “desperate”.","['increasing', 'concern', 'worsening', 'security', 'situation', 'cabo', 'delgado', 'province', 'northern', 'mozambique', 'un', 'high', 'commissioner', 'human', 'right', 'described', 'friday', 'desperate']",https://news.un.org/en/story/2020/11/1077612,November,Autumn,4,2020,199,18,775,0.093,0.833,0.074,-0.1531,0.7345752,0.25269124,0.012733579,negative,negative
2020-11-13 12:00:00+00:00,Africa,"Reported Ethiopia massacre: UN rights chief warns of spiralling situation, war crimes","Disturbing reports of an alleged massacre have surfaced in Ethiopia’s Tigray region, amid fighting between national and regional forces that may become impossible to control, the UN human rights chief warned on Friday.","['disturbing', 'report', 'alleged', 'massacre', 'surfaced', 'ethiopia', 'tigray', 'region', 'amid', 'fighting', 'national', 'regional', 'force', 'may', 'become', 'impossible', 'control', 'un', 'human', 'right', 'chief', 'warned', 'friday']",https://news.un.org/en/story/2020/11/1077592,November,Autumn,4,2020,218,23,776,0.208,0.792,0.0,-0.7845,0.8464917,0.14712252,0.0063859047,negative,negative
2020-11-12 12:00:00+00:00,Unknown,Landmine toll still high amid concerns over COVID-19 impact on clearance efforts,"Thousands of people continue to be killed and injured every year by landmines and explosive weapons in conflicts around the world, while the COVID-19 pandemic has forced mine-clearance efforts to be scaled back, a  UN-backed civil society report on the issue said on Thursday.","['thousand', 'people', 'continue', 'killed', 'injured', 'every', 'year', 'landmines', 'explosive', 'weapon', 'conflict', 'around', 'world', 'covid19', 'pandemic', 'forced', 'mineclearance', 'effort', 'scaled', 'back', 'unbacked', 'civil', 'society', 'report', 'issue', 'said', 'thursday']",https://news.un.org/en/story/2020/11/1077502,November,Autumn,4,2020,276,27,777,0.292,0.708,0.0,-0.9403,0.9035201,0.09197606,0.004503848,negative,negative
2020-11-12 12:00:00+00:00,Africa,"‘No way’ to get vital humanitarian aid into Ethiopia’s Tigray region, UN warns","With telephone lines still cut and transport links disrupted, it is impossible for humanitarians to get vital supplies into Ethiopia’s Tigray region or assess evolving humanitarian needs, the UN Office for the Coordination of Humanitarian Affairs (OCHA) has said.","['telephone', 'line', 'still', 'cut', 'transport', 'link', 'disrupted', 'impossible', 'humanitarian', 'get', 'vital', 'supply', 'ethiopia', 'tigray', 'region', 'ass', 'evolving', 'humanitarian', 'need', 'un', 'office', 'coordination', 'humanitarian', 'affair', 'ocha', 'said']",https://news.un.org/en/story/2020/11/1077472,November,Autumn,4,2020,263,26,778,0.051,0.896,0.053,0.0258,0.81641865,0.17527656,0.0083047915,neutral,negative
2020-11-11 12:00:00+00:00,Africa,UN refugee agency: Keep borders open for fleeing Ethiopians,"The UN refugee agency (UNHCR) said on Wednesday that it is working with Sudanese authorities to help more than 7,000 refugees who have fled Ethiopia over the past two days, following major clashes in the Tigray region of the country.","['un', 'refugee', 'agency', 'unhcr', 'said', 'wednesday', 'working', 'sudanese', 'authority', 'help', '7000', 'refugee', 'fled', 'ethiopia', 'past', 'two', 'day', 'following', 'major', 'clash', 'tigray', 'region', 'country']",https://news.un.org/en/story/2020/11/1077442,November,Autumn,4,2020,233,23,779,0.0,0.935,0.065,0.4019,0.09592397,0.80985403,0.094222024,positive,neutral
2020-11-11 12:00:00+00:00,Middle East,"UN envoy urges Yemen’s warring parties to place ‘a firm bet on peace’, as famine threat continues","The plight of Yemenis demands “nothing less than a firm bet on peace”, the UN Special Envoy told the Security Council on Wednesday.","['plight', 'yemeni', 'demand', 'nothing', 'le', 'firm', 'bet', 'peace', 'un', 'special', 'envoy', 'told', 'security', 'council', 'wednesday']",https://news.un.org/en/story/2020/11/1077422,November,Autumn,4,2020,131,15,780,0.0,0.797,0.203,0.6249,0.13357934,0.81158704,0.05483373,positive,neutral
2020-11-11 12:00:00+00:00,Africa,UN chief shocked at ‘wanton brutality’ in northern Mozambique,"The United Nations Secretary-General has called on the authorities in Mozambique to investigate brutal killings this past weekend, in the country’s northern Cabo Delgado province, and bring the perpetrators to justice.","['united', 'nation', 'secretarygeneral', 'called', 'authority', 'mozambique', 'investigate', 'brutal', 'killing', 'past', 'weekend', 'country', 'northern', 'cabo', 'delgado', 'province', 'bring', 'perpetrator', 'justice']",https://news.un.org/en/story/2020/11/1077382,November,Autumn,4,2020,218,19,781,0.248,0.607,0.145,-0.6597,0.51643026,0.46919093,0.0143788,negative,negative
2020-11-11 12:00:00+00:00,Africa,Displaced in Nigeria's restive northeast tell UN deputy chief they're 'impatient' for home,"The United Nations Deputy Secretary-General is on a trip to West Africa and the Sahel region, and on Tuesday, she travelled to Borno state in northeastern Nigeria, a region badly affected by conflict and where many continue to live under the threat of Boko Haram insurgency.","['united', 'nation', 'deputy', 'secretarygeneral', 'trip', 'west', 'africa', 'sahel', 'region', 'tuesday', 'travelled', 'borno', 'state', 'northeastern', 'nigeria', 'region', 'badly', 'affected', 'conflict', 'many', 'continue', 'live', 'threat', 'boko', 'haram', 'insurgency']",https://news.un.org/en/story/2020/11/1077372,November,Autumn,4,2020,274,26,782,0.199,0.747,0.054,-0.765,0.57420784,0.40955827,0.016233869,negative,negative
2020-11-10 12:00:00+00:00,Africa,"ICC Prosecutor calls for Libya ceasefire progress, decries ‘powerful forces’ hampering global justice","The Prosecutor at the International Criminal Court (ICC) is urging Libya’s warring parties to implement their recent historic ceasefire agreement, calling it a “welcome concrete development” for a population that has been yearning for peace.","['prosecutor', 'international', 'criminal', 'court', 'icc', 'urging', 'libya', 'warring', 'party', 'implement', 'recent', 'historic', 'ceasefire', 'agreement', 'calling', 'welcome', 'concrete', 'development', 'population', 'yearning', 'peace']",https://news.un.org/en/story/2020/11/1077302,November,Autumn,4,2020,241,21,783,0.143,0.611,0.247,0.5574,0.014213984,0.55979407,0.42599198,positive,neutral
2020-11-10 12:00:00+00:00,Africa,UN rights chief Bachelet condemns Tanzania election violence,"The people of Tanzania should be allowed to express grievances “without fear of reprisals” after nationwide elections, UN rights chief Michelle Bachelet said on Tuesday.","['people', 'tanzania', 'allowed', 'express', 'grievance', 'without', 'fear', 'reprisal', 'nationwide', 'election', 'un', 'right', 'chief', 'michelle', 'bachelet', 'said', 'tuesday']",https://news.un.org/en/story/2020/11/1077292,November,Autumn,4,2020,169,17,784,0.199,0.801,0.0,-0.6908,0.11654708,0.80804116,0.07541175,negative,neutral
2020-11-10 12:00:00+00:00,Global,"Oppose hatred in all its forms, UN chief urges","The United Nations Secretary-General has called on the global community to stand against hatred in all its forms, and to reject the “lies and loathing” which led to the rise of Nazism and which fractures societies today.","['united', 'nation', 'secretarygeneral', 'called', 'global', 'community', 'stand', 'hatred', 'form', 'reject', 'lie', 'loathing', 'led', 'rise', 'nazism', 'fracture', 'society', 'today']",https://news.un.org/en/story/2020/11/1077282,November,Autumn,4,2020,220,18,785,0.158,0.778,0.064,-0.6249,0.61119336,0.3662141,0.022592535,negative,negative
2020-11-09 12:00:00+00:00,Africa,"Cote d’Ivoire: ‘Tone down the hateful rhetoric’, find peaceful solutions – UN rights chief","Continuing violence in the wake of elections in  Cote d’Ivoire’s presidential elections held on 31 October, prompted the UN human rights chief on Monday to call for a peaceful solution, saying it was in “nobody’s interests to fuel the threat of increasing political instability”.","['continuing', 'violence', 'wake', 'election', 'cote', 'divoires', 'presidential', 'election', 'held', '31', 'october', 'prompted', 'un', 'human', 'right', 'chief', 'monday', 'call', 'peaceful', 'solution', 'saying', 'nobody', 'interest', 'fuel', 'threat', 'increasing', 'political', 'instability']",https://news.un.org/en/story/2020/11/1077252,November,Autumn,4,2020,279,28,786,0.142,0.717,0.142,-0.25,0.7514344,0.23741212,0.011153444,negative,negative
2020-11-09 12:00:00+00:00,Africa,"Following peace deal, talks on Libya's political future begin","Talks to draw up a blueprint for a new political era in Libya began in Tunisia on Monday, following a peace deal struck by Libya’s warring sides last month.","['talk', 'draw', 'blueprint', 'new', 'political', 'era', 'libya', 'began', 'tunisia', 'monday', 'following', 'peace', 'deal', 'struck', 'libya', 'warring', 'side', 'last', 'month']",https://news.un.org/en/story/2020/11/1077222,November,Autumn,4,2020,156,19,787,0.156,0.732,0.111,-0.1027,0.021587005,0.9174823,0.060930602,negative,neutral
2020-11-08 12:00:00+00:00,Africa,"FROM THE FIELD: millions at risk in Sahel, each one with a story to tell","Some 13 million people in the central Sahel region of north Africa require urgent humanitarian assistance, due to violence, insecurity and extreme weather events. Behind these stark figures lie personal stories of tragedy, resilience and hope.","['13', 'million', 'people', 'central', 'sahel', 'region', 'north', 'africa', 'require', 'urgent', 'humanitarian', 'assistance', 'due', 'violence', 'insecurity', 'extreme', 'weather', 'event', 'behind', 'stark', 'figure', 'lie', 'personal', 'story', 'tragedy', 'resilience', 'hope']",https://news.un.org/en/story/2020/11/1076992,November,Autumn,4,2020,243,27,788,0.24,0.66,0.1,-0.8225,0.62020993,0.3379972,0.041792925,negative,negative
