title,url,datetime,region,content,country,region_new,region_clean,Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
He died so I could live: UN peacekeeper pays tribute to fallen colleague,https://news.un.org/en/story/2019/05/1039161,2019-05-24 12:00:00+00:00,Africa,"But for the selfless bravery of the UN ‘blue helmet’ who dragged him to safety during a firefight against Congolese militiamen, it is unlikely that Corporal Ali Khamis Omary would be alive to tell the tale. The man who saved him, Malawian peacekeeper Chancy Chitete, was not so lucky.",Unknown,Unknown,Africa,427,0.345,0.508,0.147,-0.5423,0.32734212,0.60103345,0.07162443,negative,neutral
"Friday’s Daily Brief: Honouring fallen peacekeepers, action against gender-based violence; LGBT rights in Kenya, Rohingya water crisis",https://news.un.org/en/story/2019/05/1039141,2019-05-24 12:00:00+00:00,,Friday's main stories include: Honouring UN peacekeepers; landmark conference to combat sexual and gender-based violence in crises; Kenya upholds LGBT ban; UNICEF’s plea for Afghani children; Brazil’s bid to compensate tobacco smokers; Water shortages in Bangladesh,Kenya,Africa,Africa,428,0.377,0.423,0.201,-0.7184,0.07270228,0.8342532,0.09304451,negative,neutral
"UN honours peacekeepers who ‘paid the ultimate price’, for the sake of others",https://news.un.org/en/story/2019/05/1039101,2019-05-24 12:00:00+00:00,Global,"Ever since the UN deployed the first of its 72 peacekeeping missions back in 1948, more than 3,800 peacekeepers have lost their lives, Secretary-General António Guterres said on Friday, at a wreath laying ceremony in honour of those “brave men and women” who serve.",Unknown,Unknown,Global,429,0.0,0.655,0.345,0.7003,0.12801105,0.6741562,0.1978328,positive,neutral
"Around 600,000 Afghan children face death through malnutrition without emergency funds: UNICEF",https://news.un.org/en/story/2019/05/1039091,2019-05-24 12:00:00+00:00,Asia Pacific,"In Afghanistan, children suffering from the most serious form of malnutrition may die, unless $7 million in funding is found within weeks, UNICEF said on Friday.",Afghanistan,Asia Pacific,Asia Pacific,430,0.242,0.622,0.136,-0.4051,0.9103372,0.086818695,0.0028440657,negative,negative
"Thursday’s Daily Brief: Safeguarding civilians, strengthening Ebola response in DR Congo, Fistula Day, Guterres condemns CAR attacks and Syria update",https://news.un.org/en/story/2019/05/1039081,2019-05-23 12:00:00+00:00,,Thursday’s main stories include: Better safeguards to protect civilians in conflict; UN ramps up coordination to beat Ebola in DR Congo; Obstetric fistula continues to afflict women; UN chief strongly condemns attack in Central African Republic,CD,Africa,Africa,431,0.225,0.582,0.193,-0.2263,0.22575565,0.72212386,0.052120473,negative,neutral
"‘Great cause of concern’ UN chief tells Security Council, surveying 'bleak' state of civilian protection",https://news.un.org/en/story/2019/05/1039061,2019-05-23 12:00:00+00:00,Global,"Marking 20 years since the UN Security Council added the protection of civilians to its agenda, Secretary-General António Guterres told the chamber on Thursday that while safeguards were stronger, “compliance has deteriorated”.",Unknown,Unknown,Global,432,0.0,0.854,0.146,0.34,0.1876293,0.70201856,0.110352084,positive,neutral
"Somalia’s population, international partners must be energized to sustain country’s ‘upward trajectory,’ says senior UN official",https://news.un.org/en/story/2019/05/1039021,2019-05-22 12:00:00+00:00,Africa,"Despite Somalia’s persistent security threats, recurrent political crises, capacity constraints and the difficulties in navigating political obstacles to its reform agenda, the Horn of Africa country remains on a “positive trajectory,” the UN Security Council was told on Wednesday.",Somalia,Africa,Africa,433,0.0,0.82,0.18,0.5106,0.017708842,0.72317183,0.25911936,positive,neutral
"Wednesday's Daily Brief: Women boost work profits, saving biodiversity, UK loses Chagos Islands vote, Gaza funding, malaria-free in Argentina, Algeria",https://news.un.org/en/story/2019/05/1039011,2019-05-22 12:00:00+00:00,,Today's top stories include: boosting profits at work by hiring more women leaders; saving biodiversity to beat climate change; General Assembly condemns UK over Chagos Islands; just a month of funding left for Gaza; celebrating malaria-free Algeria and Argentina; and justice experts dicuss how best to fight hate crime.,Palestine,Middle East,Middle East,434,0.092,0.683,0.225,0.5106,0.032276344,0.6475834,0.3201403,positive,neutral
Palestine refugees’ relief chief warns Security Council money to fund Gaza operations will run out in mid-June,https://news.un.org/en/story/2019/05/1038981,2019-05-22 12:00:00+00:00,,"The head of the UN relief and works agency for Palestine refugees (UNRWA) warned on Wednesday that despite weathering a “truly existential crisis” over funding last year, money to continue operations this year in the Gaza Strip will only last until mid-June.",Palestine,Middle East,Middle East,435,0.067,0.67,0.263,0.6249,0.6213121,0.37022087,0.008466993,positive,negative
"Iraq needs support to ‘leave violent past behind’, says UN envoy as Security Council extends UN mission for one year",https://news.un.org/en/story/2019/05/1038941,2019-05-21 12:00:00+00:00,Middle East,"Iraq’s democratic transition – weighed down by political infighting, weak institutions, corruption, and the constant threat of ISIL – needs more international support, “lots of time and lots of hard work,” the top United Nations official in the country said on Tuesday.",Iraq,Middle East,Middle East,436,0.147,0.604,0.249,0.1779,0.11853593,0.8336849,0.047779217,positive,neutral
"Tuesday’s Daily Brief: Libya civil war, African displacement, global trade tensions, terrorists’ children ‘secretly detained’, and more",https://news.un.org/en/story/2019/05/1038921,2019-05-21 12:00:00+00:00,,"Tuesday’s stories include: Libya facing “permanent division”, regional war; Africa event highlights forcible displacement; terrorists’ children ‘secretly detained’ in Syria; Venezuelans need protection; global trade tensions rise.",Libya,Africa,Africa,437,0.306,0.694,0.0,-0.765,0.6372631,0.35079995,0.011936943,negative,negative
"Libya on verge of civil war, threatening ‘permanent division’, top UN official warns Security Council",https://news.un.org/en/story/2019/05/1038891,2019-05-21 12:00:00+00:00,Middle East,"The damage done to Libya will already take “years to mend” but unless fighting around the capital Tripoli stops, the country risks “descending into a civil war which could lead to the permanent division of the country”.",Libya,Africa,Middle East,438,0.38,0.437,0.183,-0.6705,0.7802395,0.21421875,0.005541772,negative,negative
"Monday’s Daily Brief: WFP mulls ‘last resort’ Yemen aid suspension, top peacekeeping awardee announced, abuzz over Bee Day, Ebola threat ‘very high’",https://news.un.org/en/story/2019/05/1038851,2019-05-20 12:00:00+00:00,,"This Monday, headline stories include: WFP mulls “last resort” aid suspension in Yemen; highest UN peacekeeping award to be given on Friday; busy pollinators are focus of World Bee Day; Ebola threat still “very high”.",YE,Middle East,Middle East,439,0.117,0.621,0.262,0.4939,0.2949643,0.6771584,0.02787733,positive,neutral
Hunger in Yemen: WFP considers aid suspension in face of repeated interference by some Houthi leaders,https://news.un.org/en/story/2019/05/1038841,2019-05-20 12:00:00+00:00,Middle East,"The UN emergency food relief agency said on Monday that without full access and “freedom to decide” who receives lifesaving aid, in Houthi rebel-controlled areas of Yemen, it could be forced to implement a “phased suspension”.",YE,Middle East,Middle East,440,0.118,0.882,0.0,-0.25,0.6820904,0.31291556,0.004994036,negative,negative
Sacrifice of fallen 'blue helmet' to be honoured with UN’s highest peacekeeping award,https://news.un.org/en/story/2019/05/1038821,2019-05-20 12:00:00+00:00,Africa,"In recognition of his “brave and selfless” action under fire in the Democratic Republic of Congo (DRC)  ̶  saving the life of a fellow ‘blue helmet’ and helping his colleagues repel an armed group  ̶  the late Malawian soldier Chancy Chitete, will be honoured with the UN’s highest peacekeeping award this coming Friday, by the UN Secretary-General.",Unknown,Unknown,Africa,441,0.118,0.425,0.458,0.802,0.023743665,0.5449871,0.43126923,positive,neutral
Cambodia: Giving back to UN peacekeeping,https://news.un.org/en/story/2019/05/1038781,2019-05-20 12:00:00+00:00,Africa,"It’s an overcast morning, in South Sudan’s capital Juba, and growling thunder announces the start of some light rain. Standing in the drizzle in his military police uniform, is Colonel Channy Vongvannak, the commander of the Cambodian Force Military Police at the United Nations Mission in South Sudan (UNMISS).",Cambodia,Asia Pacific,Africa,442,0.0,0.426,0.574,0.6597,0.02343904,0.7441203,0.23244064,positive,neutral
UPDATED: Guterres condemns armed attack against UN peacekeepers in Mali,https://news.un.org/en/story/2019/05/1038761,2019-05-20 12:00:00+00:00,Africa,"A violent attack against the United Nation's Integrated Stabilization Mission for Mali (MINUSMA) that left one peacekeeper dead on Saturday, drew strong condemnation from Secretary-General António Guterres.",Mali,Africa,Africa,443,0.4,0.438,0.163,-0.5859,0.47075632,0.5196599,0.009583851,negative,neutral
UN blue helmets in South Sudan use Sustainable Development Goals to help build peace,https://news.un.org/en/story/2019/05/1038741,2019-05-18 12:00:00+00:00,Africa,"The United Nations Mission in South Sudan (UNMISS) has concluded the week by harnessing the Sustainable Development Goals (SDGs) to support the nation, including by offering free medical services, encompassing SDG 3’s target on health coverage.",South Sudan,Africa,Africa,444,0.0,0.659,0.341,0.7351,0.020308653,0.5673663,0.41232505,positive,neutral
"Friday’s Daily Brief: Syria, Yemen airstrikes, Anti-torture panel, Gay rights, Climate change, #Vesak Day",https://news.un.org/en/story/2019/05/1038721,2019-05-17 12:00:00+00:00,Global,"On Friday, we cover: Fighting in Syria’s Idlib province; UN condemnation of airstrikes in Yemen; UK’s forced-return policy; LGBTI rights; the UN chief’s climate action trip to Tuvalu; and Vesak Day.",SY,Middle East,Global,445,0.0,1.0,0.0,0.0,0.11530697,0.8483773,0.036315788,neutral,neutral
"Risk grows of ‘catastrophic humanitarian fallout’ in Syria’s Idlib, where 3 million are trapped: top UN officials urge unity in Security Council",https://news.un.org/en/story/2019/05/1038681,2019-05-17 12:00:00+00:00,Middle East,"The UN’s Political and Humanitarian Affairs chiefs on Friday called on the Security Council to unite in support of an immediate de-escalation of fighting around Syria’s Idlib province, and work towards an enduring political solution on behalf of the Syrian people.",SY,Middle East,Middle East,446,0.206,0.637,0.157,-0.3182,0.50913763,0.47665945,0.014202946,negative,negative
"Deadly Yemen airstrikes that claim children’s lives in capital Sana’a, strongly condemned by UN",https://news.un.org/en/story/2019/05/1038651,2019-05-17 12:00:00+00:00,Middle East,"Thursday’s airstrikes on Yemen’s capital Sana’a that reportedly killed five children and injured dozens more, have been strongly condemned by UN agencies, which have warned of the “brutal toll” on civilians of more than four years of conflict.",YE,Middle East,Middle East,447,0.171,0.706,0.124,-0.2023,0.87768877,0.117382064,0.004929185,negative,negative
"‘The time for action is now’ senior UN peacekeeping official says, urging support for regional force combating Sahel terrorism",https://news.un.org/en/story/2019/05/1038641,2019-05-16 12:00:00+00:00,Africa,"The five-year-old force working to stabilize Africa’s Sahel has shown great potential, but needs more support from the international community to reach full operational capacity, a top UN peacekeeping official said on Thursday, calling for enhanced political and economic solutions to help tackle the strife-torn region’s myriad challenges.",Unknown,Unknown,Africa,448,0.175,0.608,0.217,0.0258,0.036888637,0.8228006,0.14031075,neutral,neutral
Humanitarian situation increasingly dire for displaced Syrians stranded in camp near Jordanian border,https://news.un.org/en/story/2019/05/1038591,2019-05-16 12:00:00+00:00,Middle East,"Food supplies are dwindling and the humanitarian situation has become increasingly dire in a camp for displaced people in south-east Syria, a senior UN official said on Thursday, while condemning ongoing airstrikes and retaliatory shelling in opposition-held territories in the north-west.",SY,Middle East,Middle East,449,0.2,0.8,0.0,-0.4588,0.84937894,0.14683793,0.0037831368,negative,negative
Sudan: UN chief calls for ‘positive momentum’ as civilian rule talks stall between military and opposition,https://news.un.org/en/story/2019/05/1038571,2019-05-16 12:00:00+00:00,Africa,"The UN Secretary-General has commended the progress made so far between Sudan’s military leaders and opposition forces towards agreeing a timetable for a return to civilian rule, following the overthrow of President Omar al-Bashir just over a month ago.",Sudan,Africa,Africa,450,0.107,0.893,0.0,-0.2023,0.07327804,0.8437562,0.0829658,negative,neutral
"Yemen war ‘a test of our humanity’, and we’re ‘badly failing’ warns UN Children’s Fund chief",https://news.un.org/en/story/2019/05/1038531,2019-05-15 12:00:00+00:00,Middle East,"“Fifteen million children in Yemen are asking you to save their lives” the head of the UN Children’s Fund (UNICEF) told the 15 members of the Security Council on Wednesday, in an impassioned plea for action to end four years of fighting which has left at least 7,300 children killed or seriously injured.",YE,Middle East,Middle East,451,0.275,0.725,0.0,-0.6486,0.8699264,0.122797094,0.007276587,negative,negative
"Tuesday’s Daily Brief: hate speech, dementia, Libya and Yemen, human rights in Brazil and Lebanon",https://news.un.org/en/story/2019/05/1038491,2019-05-14 12:00:00+00:00,Global,"This Tuesday, we cover: the UN chief in New Zealand’s Christchurch calls for end to hate speech; how a healthy lifestyle can prevent dementia; updates on fighting in Libya and Yemen; the human rights of detainees in Lebanon and people affected by leprosy in Brazil.",YE,Middle East,Global,452,0.209,0.791,0.0,-0.5719,0.8139612,0.1798976,0.006141164,negative,negative
UN monitoring team in Yemen verifies pullout of armed forces from crucial port zones,https://news.un.org/en/story/2019/05/1038461,2019-05-14 12:00:00+00:00,Middle East,"The UN team set up to monitor the ceasefire agreement between warring parties in Yemen has formally verified the pullout of armed Ansar Allah, or Houthi forces, from port zones in the country that are crucial to the flow of humanitarian aid, describing cooperation they have received so far as “very good.”",YE,Middle East,Middle East,453,0.0,1.0,0.0,0.0,0.16514604,0.8138818,0.020972148,neutral,neutral
"‘Hateful attacks’ pushing Sri Lanka backwards, UN advisers warn, urging an end to ‘discriminatory practices’ that feed intolerance",https://news.un.org/en/story/2019/05/1038471,2019-05-14 12:00:00+00:00,Asia Pacific,Growing instances of religious-based violence in the North Western Province of Sri Lanka have prompted two United Nations Special Advisers to call for an end to “hateful attacks” directed towards the country’s Muslim minority.,Sri Lanka,Asia Pacific,Asia Pacific,454,0.076,0.924,0.0,-0.1027,0.8289151,0.16576084,0.0053239963,negative,negative
UN condemns deadly attack on Burkina Faso church,https://news.un.org/en/story/2019/05/1038371,2019-05-12 12:00:00+00:00,Africa,"Senior UN officials, including Secretary-General António Guterres have voiced their outrage at a deadly attack on a Catholic church in the north of Burkina Faso on Sunday, during which six people were reportedly killed by gunmen.",Burkina Faso,Africa,Africa,455,0.516,0.484,0.0,-0.7506,0.72174805,0.27204198,0.006209965,negative,negative
UN chief praises New Zealand premier’s ‘admirable’ response to Christchurch attacks,https://news.un.org/en/story/2019/05/1038361,2019-05-12 12:00:00+00:00,Asia Pacific,"Speaking to media in the New Zealand capital Auckland on Sunday, alongside New Zealand Prime Minister Jacinda Ardern, UN Secretary-General António Guterres expressed his solidarity with the victims and families of the March Christchurch mosque attacks, which killed 51 people, and praised Ms. Ardern’s leadership in the aftermath of the killings.",New Zealand,Asia Pacific,Asia Pacific,456,0.19,0.588,0.222,0.128,0.018719468,0.41130248,0.569978,positive,positive
"Colombia: ‘Terrible trend’ of rights defenders killed, harassed; UN calls for ‘significant effort’ to tackle impunity",https://news.un.org/en/story/2019/05/1038281,2019-05-10 12:00:00+00:00,Americas,"Alarmed by the “strikingly high number” of human rights defenders being killed, harassed and threatened in Colombia, the UN Human Rights Office (OHCHR) in the country on Friday, called on authorities to “make a significant effort” to “tackle the endemic impunity” surrounding these cases.",Colombia,Americas,Americas,457,0.359,0.583,0.058,-0.8271,0.8433935,0.15000015,0.006606287,negative,negative
Nearly 900 children released by north-east Nigeria armed group,https://news.un.org/en/story/2019/05/1038252,2019-05-10 12:00:00+00:00,,"The decision by a large armed group based in north-east Nigeria to release nearly 900 youngsters has been welcomed by UN Children’s Fund, UNICEF, which has warned that those freed will need long-term help if they are to lead a normal life in the future.",NG,Africa,Africa,458,0.0,1.0,0.0,0.0,0.5222933,0.46584496,0.011861717,neutral,negative
"Thursday’s Daily Brief: ambulance attack in Libya, #GlobalGoals defenders, human rights in Cambodia, Swine Fever",https://news.un.org/en/story/2019/05/1038241,2019-05-09 12:00:00+00:00,Global,"On Thursday, we cover: a tragic attack against an ambulance in Libya; six new advocates for the 17 Sustainable Development Goals; a call for a change in political culture in Cambodia; and how Swine Fever in China is affecting global food prices.",Libya,Africa,Global,459,0.178,0.747,0.075,-0.4215,0.5406403,0.443973,0.015386748,negative,negative
"‘Abhorrent’ ambulance attack in Libyan capital imperils life-saving work, warns UN",https://news.un.org/en/story/2019/05/1038182,2019-05-09 12:00:00+00:00,Middle East,"An attack on an ambulance in Tripoli on Wednesday that has critically injured the head of emergency services in Libya’s war-torn capital, along with two paramedics, has been strongly condemned by UN humanitarians.",Libya,Africa,Middle East,460,0.333,0.667,0.0,-0.5423,0.92481625,0.0725303,0.0026534612,negative,negative
"Arrest of three Libyans wanted for grave crimes ‘would send strong and necessary message’ to victims, urges top Prosecutor",https://news.un.org/en/story/2019/05/1038171,2019-05-08 12:00:00+00:00,Middle East,"The arrest and transfer of three men in Libya who are wanted on war crimes charges – including the son of former ruler Muammar Gadaffi - would “send a strong and necessary message” to victims, the Prosecutor of the International Criminal Court (ICC) told the UN Security Council on Wednesday.",Libya,Africa,Middle East,461,0.277,0.53,0.193,-0.296,0.46447325,0.5165882,0.018938618,negative,neutral
"DR Congo: Ebola claims over 1,000 lives, Guterres commits ‘whole’ UN system, to help ‘end the outbreak’",https://news.un.org/en/story/2019/05/1038161,2019-05-08 12:00:00+00:00,Africa,"Now in its tenth month, the Ebola epidemic in the Democratic Republic of the Congo (DRC) has claimed more than a thousand lives, prompting Secretary-General António Guterres to throw the support of “the whole United Nations system” into stemming the spread of the deadly virus.",CD,Africa,Africa,462,0.0,0.798,0.202,0.4215,0.4714089,0.4917788,0.0368123,positive,neutral
FROM THE FIELD: Faces and Voices of Conflict,https://news.un.org/en/story/2019/05/1037871,2019-05-08 12:00:00+00:00,Africa,"“I want the war to stop, I want to go home and I want to go to school” - the melancholy words of a 15-year-old Ola who has been caught up in the civil war in Yemen; her story is one of many which features in a photo exhibition called Caught in Conflict put on by the UN humanitarian affairs office (OCHA) in the United States.",Unknown,Unknown,Africa,463,0.247,0.753,0.0,-0.3182,0.09485863,0.8613225,0.043818764,negative,neutral
UN launches innovative programme to detect and disrupt terrorist travel,https://news.un.org/en/story/2019/05/1038061,2019-05-07 12:00:00+00:00,,"A new programme aimed at improving the tracking of suspected terrorists, using state-of-the-art software, was launched by the UN Office of Counter-Terrorism (UNOCT) on Tuesday.",Unknown,Unknown,Unknown,464,0.301,0.513,0.186,-0.4215,0.09268228,0.78643733,0.12088043,negative,neutral
Better training ‘a necessary and strategic investment’ in peacekeeping that saves lives: Guterres,https://news.un.org/en/story/2019/05/1038051,2019-05-07 12:00:00+00:00,,"Better training for peacekeepers being deployed to increasingly hostile environments is a “necessary and strategic” investment which can also save lives, the UN Secretary-General told Security Council members on Tuesday.",Unknown,Unknown,Unknown,465,0.0,0.651,0.349,0.7096,0.048847236,0.5914058,0.35974693,positive,neutral
"Escalation in Syria fighting cause for ‘great concern’ says UN chief, dozens more civilians dead or injured",https://news.un.org/en/story/2019/05/1038031,2019-05-07 12:00:00+00:00,Middle East,UN chief António Guterres has said that he’s following “with great concern” intensifying clashes in north-western Syria that have claimed yet more civilian lives and displaced thousands in recent days.,SY,Middle East,Middle East,466,0.411,0.589,0.0,-0.8683,0.5089618,0.46461836,0.026419817,negative,negative
Cameroon: Clear ‘window of opportunity’ to solve crises rooted in violence - Bachelet,https://news.un.org/en/story/2019/05/1037991,2019-05-06 12:00:00+00:00,Africa,"The UN human rights chief on Monday welcomed Cameroon’s willingness to cooperate over finding workable solutions to “major human rights and humanitarian crises”, caused by months of serious unrest and violence across the west and north of the country.",Cameroon,Africa,Africa,467,0.234,0.514,0.251,-0.1779,0.10875787,0.7706165,0.12062566,negative,neutral
UN honours fallen colleagues and friends who ‘risk all to promote peace’,https://news.un.org/en/story/2019/05/1037951,2019-05-06 12:00:00+00:00,,"The lives of 115 colleagues who lost their lives between the beginning of last year and the end of March, serving the United Nations, were honoured on Monday at the annual Memorial Service for Fallen Staff, in New York.",Unknown,Unknown,Unknown,468,0.129,0.412,0.459,0.7506,0.10460482,0.6883562,0.20703886,positive,neutral
Deadly violence at Israel-Gaza border escalates dangerously: UN chief condemns in strongest terms,https://news.un.org/en/story/2019/05/1037931,2019-05-05 12:00:00+00:00,Middle East,"The United Nations Secretary-General, António Guterres, is following with “deep concern” the latest developments across the Gaza-Israeli border and urges all parties to exercise maximum restraint. Over the weekend, hundreds of rockets were launched from the Occupied Palestinian Territory into southern Israel, and Israel retaliated with hundreds of airstrikes and tank fire.",Palestine,Middle East,Middle East,469,0.466,0.404,0.13,-0.8176,0.87855744,0.11798864,0.003453952,negative,negative
'Grave consequences' await if new deadly escalation of violence in Gaza continues - top UN official,https://news.un.org/en/story/2019/05/1037911,2019-05-04 12:00:00+00:00,Middle East,"The United Nations Special Coordinator for the Middle East Peace Process, Nickolay Mladenov, is “deeply concerned by yet another dangerous escalation in Gaza and the tragic loss of life”. According to news reports, approximately 200 rockets were fired on Saturday from the Occupied Palestinian Territory towards Israel, and various Israeli airstrikes were carried out in retaliation.",Palestine,Middle East,Middle East,470,0.321,0.526,0.153,-0.6705,0.85636306,0.1399174,0.0037195538,negative,negative
"Friday’s Daily Brief: hunger in North Korea, human rights in Iran, updates on DR Congo and Benin",https://news.un.org/en/story/2019/05/1037851,2019-05-03 12:00:00+00:00,Global,"This Friday, we cover: a worrying food crisis in the Democratic Republic of North Korea; attacks against civilians in DR Congo; outrage after the execution of child offenders in Iran; concerns over a super cereal distributed by the World Food Programme; and post-electoral violence in Benin.",CD,Africa,Global,471,0.111,0.889,0.0,-0.25,0.2701515,0.70867354,0.021175046,negative,neutral
"Thursday’s Daily Brief: Press Freedom Day, Tuna Day, cultural dialogue, #GlobalGoals awards, updates on Syria, Somalia, Mali",https://news.un.org/en/story/2019/05/1037791,2019-05-02 12:00:00+00:00,Global,"This Thursday, top stories include: the celebrations of World Press Freedom Day and World Tuna Day, events for inter-cultural dialogue in Azerbaijan and for Global Goals action in Germany, and updates from Syria, Somalia and Mali.",SY,Middle East,Global,472,0.0,0.676,0.324,0.802,0.023410559,0.9063647,0.07022473,positive,neutral
"Grave concern over escalating humanitarian crisis, casualties, displacement across northwest Syria: UN",https://news.un.org/en/story/2019/05/1037771,2019-05-02 12:00:00+00:00,Middle East,"The UN has said it is “gravely concerned” over reports of a worsening humanitarian situation facing civilians across northwest Syria, with rising casualties, and “waves of displacement” due to intensifying conflict.",SY,Middle East,Middle East,473,0.401,0.599,0.0,-0.7717,0.6983379,0.2954795,0.0061826077,negative,negative
Venezuela: UN human rights office calls for ‘maximum restraint’ by authorities in face of new demonstrations,https://news.un.org/en/story/2019/05/1037701,2019-05-01 12:00:00+00:00,Americas,"With another day of mass protests taking place across Venezuela, the UN human rights office (OHCHR) said on Wednesday it was “extremely worried by reports of the excessive use of force” by security forces, loyal to President Nicolás Maduro, a day after an opposition-led uprising appeared to stall.",VE,Americas,Americas,474,0.0,1.0,0.0,0.0,0.21779744,0.75725216,0.024950327,neutral,neutral
"End ‘political opportunism’ that’s letting hate speech flourish, urges top UN genocide official",https://news.un.org/en/story/2019/05/1037651,2019-05-01 12:00:00+00:00,Global,"With murderous attacks against religious institutions on the rise, leaders across the world need to do more to end “political opportunism” and policies which allow hate speech and violent extremism to flourish, said the UN Special Adviser on the Prevention of Genocide on Wednesday.",Unknown,Unknown,Global,475,0.224,0.667,0.109,-0.4404,0.83912665,0.15378954,0.0070838793,negative,negative
"Gains by Abyei interim force can help advance resolution of border issues between Sudan and South Sudan, UN peacekeeping chief says",https://news.un.org/en/story/2019/04/1037631,2019-04-30 12:00:00+00:00,Africa,"The United Nations security force for Abyei remains essential to stability in the border regions between Sudan and South Sudan, the UN peacekeeping chief said on Tuesday, proposing the creation of a civilian unit to support progress towards political resolution of the dispute between the neighboring countries, and requesting a six-month extension of its mandate.",Sudan,Africa,Africa,476,0.0,0.69,0.31,0.7964,0.011616888,0.7109488,0.2774343,positive,neutral
‘Action and tangible progress’ needed to finally ‘win the peace’ for Syrians: UN envoy,https://news.un.org/en/story/2019/04/1037621,2019-04-30 12:00:00+00:00,,"It will take “action and tangible progress” between Syrian Government and opposition leaders, not just dialogue, to bring about lasting peace said the UN Special Envoy for the war-torn country on Tuesday, stressing that Syria “contains many threats for renewed escalation”.",SY,Middle East,Middle East,477,0.0,1.0,0.0,0.0,0.031184122,0.8124231,0.15639283,neutral,neutral
"Ebola situation worsening in DR Congo, amidst growing ‘funding gap’ UN health agency warns",https://news.un.org/en/story/2019/04/1037611,2019-04-30 12:00:00+00:00,Africa,"Strengthening both security and the Ebola response effort is essential to contain the growing outbreak in the Democratic Republic of the Congo (DRC), UN health agency’s officials said on Tuesday, following a visit to the epicentre of what is already the worst outbreak in the country’s history.",CD,Africa,Africa,478,0.257,0.643,0.099,-0.4019,0.7858173,0.20566072,0.0085219685,negative,negative
"Libya: UN mobilized to support thousands uprooted by Tripoli clashes, renews call for humanitarian truce",https://news.un.org/en/story/2019/04/1037551,2019-04-30 12:00:00+00:00,Africa,"Since fighting broke out on the edge of Libya’s capital, Tripoli, earlier this month, over 42,000 people have been displaced and thousands are believed trapped in the city’s southern outskirts. As UN humanitarian teams work around the clock to provide life-saving assistance, human rights chief Michelle Bachelet stressed on Tuesday the urgent need for an immediate ceasefire, and humanitarian corridor for civilians.",Libya,Africa,Africa,479,0.0,0.838,0.162,0.4019,0.10335905,0.8215852,0.075055815,positive,neutral
‘Continuing absence’ of political solution to Israel-Palestine conflict ‘undermines and compounds’ UN efforts to end wholesale crisis,https://news.un.org/en/story/2019/04/1037541,2019-04-29 12:00:00+00:00,Middle East,"The UN is “continuing to address the humanitarian, economic and political crisis in the Occupied Palestinian Territory” but efforts are continually undermined by the lack of any political progress towards a two-State solution, said the head of UN Political and Peacebuilding Affairs (DPPA) on Monday.",Palestine,Middle East,Middle East,480,0.282,0.617,0.101,-0.6249,0.609852,0.3762528,0.013895139,negative,negative
"Hatred ‘a threat to everyone’, declares Guterres calling for global effort to end xenophobia and ‘loathsome rhetoric’",https://news.un.org/en/story/2019/04/1037531,2019-04-29 12:00:00+00:00,Global,"A “disturbing groundswell” of hate-based violence and intolerance aimed at worshippers across all faiths, must be countered soon before it’s too late, the United Nations Secretary-General said on Monday, noting murderous attacks in just the past few days on a synagogue in California, and a church in Burkina Faso.",Unknown,Unknown,Global,481,0.336,0.664,0.0,-0.8225,0.64361876,0.33500406,0.021377182,negative,negative
"Monday’s Daily Brief: drug-resistant diseases, Venezuelan refugees, fighting in Tripoli, and hate speech",https://news.un.org/en/story/2019/04/1037521,2019-04-29 12:00:00+00:00,Global,"Top stories this Monday include: 10 million people could die every year due to the rise of antibiotic-resistant bacteria; 300,000 Venezuelan children in Colombia need humanitarian aid;  civilians continue to be under fire in Libya; and a summit to tackle hate speech.",VE,Americas,Global,482,0.36,0.64,0.0,-0.7351,0.82225883,0.17141989,0.0063212793,negative,negative
Bringing justice to the people: how the UN is helping communities deal with disputes in remote and dangerous areas,https://news.un.org/en/story/2019/04/1037411,2019-04-29 12:00:00+00:00,Africa,"Justice can be hard to come by in countries hit by conflict. To ensure that communities can settle disputes, and see criminals lawfully punished, UN peacekeeping missions support mobile courts, which travel to places where no regular court exists.",Unknown,Unknown,Africa,483,0.202,0.581,0.217,0.1027,0.045055922,0.63628817,0.31865588,positive,neutral
"Security Council: UN calls for ‘spirit and letter’ of Ukraine agreements to be upheld, as Russia issues simplified citizenship decree",https://news.un.org/en/story/2019/04/1037371,2019-04-25 12:00:00+00:00,Europe,"The UN’s political affairs chief has urged all parties to the peace plan protocol for eastern Ukraine known as the Minsk Agreements, to avoid “any unilateral steps” that could undermine efforts to demilitarize the eastern conflict zone.",RU,Europe,Europe,484,0.0,0.8,0.2,0.5423,0.050845947,0.89605063,0.053103544,positive,neutral
"‘You can and should do more’ to include people with disabilities, wheelchair-bound Syrian advocate tells Security Council in searing speech",https://news.un.org/en/story/2019/04/1037291,2019-04-24 12:00:00+00:00,,"The UN Security Council was told on Wednesday that people with disabilities “can’t wait any longer” for more of a say in how the world’s top diplomatic forum for peace and security, factors their needs into its work.",SY,Middle East,Middle East,485,0.0,0.888,0.112,0.34,0.15692621,0.757457,0.085616745,positive,neutral
