Id,datetime,country,region_clean,title,content,content_clean,url,month,season,quarter,year,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,vader_predict,roberta_predict
663,2019-01-18 12:00:00+00:00,Libya,Africa,Libyan authorities must shoulder the burden to support country’s ‘vulnerable’ south,"Despite years of promises to address the “vulnerable heart” of Libya – the country’s south – conditions around its water and oil resource wealth have continued to deteriorate at “an alarming rate”, the United Nations envoy for the country told the Security Council.","['libyan', 'authority', 'must', 'shoulder', 'burden', 'support', 'country', 'vulnerable', 'south']",https://news.un.org/en/story/2019/01/1030822,January,Winter,1,2019,0.199,0.616,0.185,-0.0516,0.25205034,0.6980268,0.049922965,negative,neutral
664,2019-01-18 12:00:00+00:00,Unknown,Global,‘The best-selling brand today is fear’: UN chief highlights urgent need to address global ‘deficit of trust’,"Warning against the dangers of widespread fear and mistrust in our planet, the United Nations Secretary-General, António Guterres, told journalists on Friday he wants to reaffirm the UN as a “platform for action to repair broken trust in a broken world.”","['best-selling', 'brand', 'today', 'fear', 'un', 'chief', 'highlight', 'urgent', 'need', 'address', 'global', 'deficit', 'trust']",https://news.un.org/en/story/2019/01/1030802,January,Winter,1,2019,0.0,0.899,0.101,0.2023,0.47613093,0.47575027,0.048118755,positive,negative
665,2019-01-17 12:00:00+00:00,Colombia,Americas,"Car bomb attack on National Police Academy in Colombia, ‘strongly condemned’ by UN","A car bomb attack at the National Police Academy in the Colombian capital Bogotá, which reportedly left at least nine dead and dozens injured, has been ‘strongly condemned’ by the United Nations.","['car', 'bomb', 'attack', 'national', 'police', 'academy', 'colombia', 'strongly', 'condemned', 'un']",https://news.un.org/en/story/2019/01/1030762,January,Winter,1,2019,0.364,0.636,0.0,-0.743,0.6554715,0.33395186,0.010576641,negative,negative
666,2019-01-17 12:00:00+00:00,Iraq,Middle East,"Iraq: UN demining agency rejects desecration accusations, involving historic Mosul churches","The United Nations Mine Action Service (UNMAS) in Iraq issued a statement on Thursday rejecting allegations made earlier this week by a non-profit organization  there, alleging that personnel had carried out explosive hazard clearance inside two historic churches in Mosul “in a barbaric and arbitrary manner.”","['iraq', 'un', 'demining', 'agency', 'reject', 'desecration', 'accusation', 'involving', 'historic', 'mosul', 'church']",https://news.un.org/en/story/2019/01/1030712,January,Winter,1,2019,0.379,0.621,0.0,-0.6705,0.4470382,0.5397104,0.013251397,negative,neutral
667,2019-01-17 12:00:00+00:00,Sudan,Africa,"Sudan: UN rights chief alarmed over ‘excessive force’, alleged use of live fire against protestors","The reported use of “excessive force” against demonstrators across Sudan over food and fuel shortages that has led to the deaths of at least 24 people is “deeply worrying”, the UN’s top human rights official, Michelle Bachelet, said on Thursday.","['sudan', 'un', 'right', 'chief', 'alarmed', 'excessive', 'force', 'alleged', 'use', 'live', 'fire', 'protestors']",https://news.un.org/en/story/2019/01/1030702,January,Winter,1,2019,0.27,0.73,0.0,-0.5859,0.78679764,0.20822863,0.004973821,negative,negative
668,2019-01-16 12:00:00+00:00,CD,Africa,Nearly 900 reportedly killed following ‘shocking’ intercommunal attacks in DR Congo,"The UN Human Rights Office (OHCHR) said on Wednesday that at least 890 villagers were reportedly killed in the western Democratic Republic of the Congo last month, following brutal inter-communal clashes.","['nearly', '900', 'reportedly', 'killed', 'following', 'shocking', 'intercommunal', 'attack', 'dr', 'congo']",https://news.un.org/en/story/2019/01/1030642,January,Winter,1,2019,0.451,0.549,0.0,-0.8126,0.92263687,0.07443178,0.0029314095,negative,negative
669,2019-01-16 12:00:00+00:00,Mali,Africa,"Mali: ‘Dire’ humanitarian situation, ‘grave’ security concerns challenge fragile peace","With over 800 schools forced to close due to insecurity, and 2.3 million vulnerable people in need of assistance this year, a top UN official told the Security Council on Wednesday that the humanitarian situation in Mali “remains dire”.","['mali', 'dire', 'humanitarian', 'situation', 'grave', 'security', 'concern', 'challenge', 'fragile', 'peace']",https://news.un.org/en/story/2019/01/1030602,January,Winter,1,2019,0.0,0.493,0.507,0.7351,0.4834924,0.49494576,0.02156182,positive,neutral
670,2019-01-16 12:00:00+00:00,Unknown,Global,‘Proving our worth through action’: 5 things Guterres wants the UN to focus on in 2019,"Despite countless “headwinds” and “ills”, the United Nations has “made a real difference” in 2018 and will need to achieve even more in 2019, as the planet faces “a world of trouble”.","['proving', 'worth', 'action', '5', 'thing', 'guterres', 'want', 'un', 'focus', '2019']",https://news.un.org/en/story/2019/01/1030592,January,Winter,1,2019,0.0,0.881,0.119,0.2263,0.045473903,0.84486413,0.10966196,positive,neutral
671,2019-01-16 12:00:00+00:00,YE,Middle East,Yemen: Security Council backs new mission in support of key port city truce,The Security Council unanimously voted on Wednesday in favour of deploying up to 75 observers to monitor a fragile ceasefire in Yemen's port city of Hudaydah which went into effect late last month; a lifeline for millions of Yemenis on the verge of starvation.,"['yemen', 'security', 'council', 'back', 'new', 'mission', 'support', 'key', 'port', 'city', 'truce']",https://news.un.org/en/story/2019/01/1030582,January,Winter,1,2019,0.074,0.613,0.313,0.5994,0.006707361,0.64485246,0.34844023,positive,neutral
672,2019-01-15 12:00:00+00:00,Unknown,Africa,"UN chief, Security Council, strongly condemn ‘horrible terrorist act’ in Nairobi","Following a deadly terrorist attack in Nairobi, the capital of Kenya, on Tuesday, the Secretary-General of the United Nations, António Guterres, and the President of the UN General Assembly, María Fernanda Espinosa, condemned the act and said they stand in solidarity with the Kenyan people.","['un', 'chief', 'security', 'council', 'strongly', 'condemn', 'horrible', 'terrorist', 'act', 'nairobi']",https://news.un.org/en/story/2019/01/1030512,January,Winter,1,2019,0.388,0.372,0.239,-0.5859,0.7775431,0.21388413,0.008572768,negative,negative
673,2019-01-15 12:00:00+00:00,YE,Middle East,"First aid in six months reaches families in western Yemen, 'timelines' slip over Hudaydah ceasefire talks","Thousands of families in conflict-affected communities south of the Red Sea port city of Hudaydah in Yemen have received aid for the first time since last July, the World Food Programme (WFP) said on Tuesday.","['first', 'aid', 'six', 'month', 'reach', 'family', 'western', 'yemen', 'timeline', 'slip', 'hudaydah', 'ceasefire', 'talk']",https://news.un.org/en/story/2019/01/1030462,January,Winter,1,2019,0.0,0.926,0.074,0.0516,0.15586522,0.7944302,0.049704574,positive,neutral
674,2019-01-14 12:00:00+00:00,Unknown,Americas,"Ahead of street protests, UN rights chief urges Guatemalan Government to respect democratic freedoms","With demonstrations expected to take place in various Guatemalan cities on Monday and Tuesday, the UN human rights chief, Michelle Bachelet, is urging the Guatemalan Government to guarantee freedom of expression and opinion, and the right to peaceful assembly and association.","['ahead', 'street', 'protest', 'un', 'right', 'chief', 'urge', 'guatemalan', 'government', 'respect', 'democratic', 'freedom']",https://news.un.org/en/story/2019/01/1030402,January,Winter,1,2019,0.104,0.604,0.291,0.5267,0.22363475,0.7364809,0.03988439,positive,neutral
675,2019-01-13 12:00:00+00:00,Unknown,Europe,UN welcomes progress in former Yugoslav Republic of Macedonia naming dispute,"The Secretary-General’s Personal Envoy for the naming dispute between Greece and the former Yugoslav Republic of Macedonia (FYROM), Matthew Nimetz, has welcomed the former Yugoslav Republic of Macedonia parliament’s decision to ratify an agreement on a new name for the latter country, following a dispute that has lasted some 28 years.","['un', 'welcome', 'progress', 'former', 'yugoslav', 'republic', 'macedonia', 'naming', 'dispute']",https://news.un.org/en/story/2019/01/1030382,January,Winter,1,2019,0.167,0.494,0.34,0.4215,0.012750125,0.50461376,0.48263612,positive,neutral
676,2019-01-11 12:00:00+00:00,Libya,Africa,"Libya: ‘Substantial civilian casualties’ in Derna, UN humanitarian chief ‘deeply concerned’","Increasing hostilities in the oil-rich city of Derna are becoming an increasing source of concern said the UN Humanitarian Coordinator for Libya on Friday, following an intensification in fighting which has resulted in “substantial civilian casualties”.","['libya', 'substantial', 'civilian', 'casualty', 'derna', 'un', 'humanitarian', 'chief', 'deeply', 'concerned']",https://news.un.org/en/story/2019/01/1030312,January,Winter,1,2019,0.0,1.0,0.0,0.0,0.6859459,0.3038783,0.010175785,neutral,negative
677,2019-01-11 12:00:00+00:00,CD,Africa,DR Congo: days ahead ‘critical’ to ‘historic election process’ Security Council hears,"With millions in the Democratic Republic of the Congo (DRC) demonstrating “their commitment to the political process”, the days ahead are “critical” to what has been an “historic election process”, the top UN official in the country told the Security Council on Friday.","['dr', 'congo', 'day', 'ahead', 'critical', 'historic', 'election', 'process', 'security', 'council', 'hears']",https://news.un.org/en/story/2019/01/1030282,January,Winter,1,2019,0.0,0.821,0.179,0.34,0.10294437,0.8621356,0.034920037,positive,neutral
678,2019-01-10 12:00:00+00:00,CF,Africa,‘Everyone must be on board’ for peace in Central African Republic: UN’s Lacroix,"The agreement by the Government and armed groups in the Central African Republic to hold talks later this month (CAR) is “an important step to resolve the country’s crisis”, said the UN peacekeeping chief, Jean-Pierre Lacroix, on Thursday.","['everyone', 'must', 'board', 'peace', 'central', 'african', 'republic', 'un', 'lacroix']",https://news.un.org/en/story/2019/01/1030222,January,Winter,1,2019,0.0,0.774,0.226,0.5423,0.033442836,0.73724353,0.22931366,positive,neutral
679,2019-01-10 12:00:00+00:00,SY,Middle East,Storms and snow in Lebanon worsen plight for Syrian refugees,"Storm-force winds and snow across Lebanon have worsened the plight for tens of thousands of Syrian refugees who’ve been forced from their homes by nearly eight years of conflict, a top UN humanitarian official said on Thursday.","['storm', 'snow', 'lebanon', 'worsen', 'plight', 'syrian', 'refugee']",https://news.un.org/en/story/2019/01/1030192,January,Winter,1,2019,0.268,0.732,0.0,-0.5106,0.9031494,0.09384727,0.0030032787,negative,negative
680,2019-01-10 12:00:00+00:00,Unknown,Africa,"More attacks, ‘persisting security challenges’ threaten progress in West Africa, Sahel","A rising number of attacks by extremist groups, using more sophisticated tactics, risk undermining progress in West Africa and the Sahel, the region’s UN envoy told the Security Council on Thursday.","['attack', 'persisting', 'security', 'challenge', 'threaten', 'progress', 'west', 'africa', 'sahel']",https://news.un.org/en/story/2019/01/1030182,January,Winter,1,2019,0.317,0.383,0.299,-0.0847,0.85346764,0.14084995,0.0056823497,negative,negative
681,2019-01-10 12:00:00+00:00,CD,Africa,"‘Refrain from violence’ UN chief urges, as presidential election result is announced in DR Congo","United Nations Secretary-General António Guterres has appealed for all parties to “refrain from violence” in the Democratic Republic of the Congo (DRC), following the announcement of the provisional results of the long-delayed presidential election.","['refrain', 'violence', 'un', 'chief', 'urge', 'presidential', 'election', 'result', 'announced', 'dr', 'congo']",https://news.un.org/en/story/2019/01/1030152,January,Winter,1,2019,0.0,1.0,0.0,0.0,0.18963653,0.78165805,0.02870538,neutral,neutral
682,2019-01-10 12:00:00+00:00,Unknown,Unknown,THE COMMITTEES: ‘All roads lead to the Fifth’,"At the United Nations, there is a popular saying – all roads lead to the Fifth – the “Fifth” here is the General Assembly’s main Administrative and Budgetary Committee, where all financial and programme matters concerning the UN system, are discussed. In this feature series on the work of the General Assembly, the UN body made up of all 193 Member States, UN News gives you an inside look at the critical work of the Fifth Committee.","['committee', 'road', 'lead', 'fifth']",https://news.un.org/en/story/2019/01/1029982,January,Winter,1,2019,0.0,1.0,0.0,0.0,0.092756286,0.8468076,0.060436107,neutral,neutral
683,2019-01-09 12:00:00+00:00,NG,Africa,Armed insurgency in north-east Nigeria ‘has created a humanitarian tragedy’,"Following an upsurge in violence in north-east Nigeria, which was brought to global attention five years ago with the abduction by Boko Haram extremists of the Chibok schoolgirls, tens of thousands of innocent civilians continue to flee, prompting “grave concern” from the United Nations envoy there.","['armed', 'insurgency', 'north-east', 'nigeria', 'created', 'humanitarian', 'tragedy']",https://news.un.org/en/story/2019/01/1030132,January,Winter,1,2019,0.0,0.8,0.2,0.25,0.8846238,0.109649405,0.0057267915,positive,negative
684,2019-01-09 12:00:00+00:00,YE,Middle East,"‘We cannot lose momentum’ on the road to peace in Yemen, UN envoy warns","“The difficult part” of reaching a lasting political settlement in Yemen “is still ahead of us” said the UN Special Envoy on Wednesday, urging the Security Council to support the “speedy implementation” of the fragile ceasefire agreed in and around the crucial port city of Hudaydah, at breakthrough talks in Sweden last month.","['cannot', 'lose', 'momentum', 'road', 'peace', 'yemen', 'un', 'envoy', 'warns']",https://news.un.org/en/story/2019/01/1030112,January,Winter,1,2019,0.077,0.606,0.317,0.6551,0.10723548,0.8124917,0.080272764,positive,neutral
685,2019-01-09 12:00:00+00:00,Somalia,Africa,Somalia: UN congratulates Puntland region’s newly-elected President,"The UN’s Deputy Special Representative for Somalia, on Wednesday congratulated the newly-elected president of Puntland, Somalia’s semi-autonomous region in the country’s north east.","['somalia', 'un', 'congratulates', 'puntland', 'region', 'newly-elected', 'president']",https://news.un.org/en/story/2019/01/1030082,January,Winter,1,2019,0.0,1.0,0.0,0.0,0.003130831,0.1777627,0.8191065,neutral,positive
686,2019-01-09 12:00:00+00:00,Myanmar,Asia Pacific,"Amid troop build-up in Rohingya's home state, UN appeals to Myanmar for peaceful solution","Major fighting in Myanmar’s troubled Rakhine state has so far been avoided following clashes between armed separatists and national security forces who are increasing troop numbers there, a top UN humanitarian official there said on Wednesday.","['amid', 'troop', 'build-up', 'rohingyas', 'home', 'state', 'un', 'appeal', 'myanmar', 'peaceful', 'solution']",https://news.un.org/en/story/2019/01/1030072,January,Winter,1,2019,0.0,0.686,0.314,0.6705,0.19354038,0.7842913,0.022168275,positive,neutral
687,2019-01-08 12:00:00+00:00,Madagascar,Africa,"Madagascar: UN chief commends leaders, State institutions following ‘historic milestone’ election","Following a run-off election for the Presidency of Madagascar which saw former leader Andry Rajoelina declared the winner on Tuesday, the UN chief has commended all those who contributed to the “peaceful and orderly” voting process that began at the end of November.","['madagascar', 'un', 'chief', 'commends', 'leader', 'state', 'institution', 'following', 'historic', 'milestone', 'election']",https://news.un.org/en/story/2019/01/1030032,January,Winter,1,2019,0.0,1.0,0.0,0.0,0.004341779,0.3105128,0.68514544,neutral,positive
688,2019-01-08 12:00:00+00:00,Mali,Africa,FROM THE FIELD: 'Hope' on the horizon as UN Peacekeepers push deep into Mali,UN peacekeepers in Mali have given what villagers in a remote part of the West African country have called a “real glimmer of hope.”,"['field', 'hope', 'horizon', 'un', 'peacekeeper', 'push', 'deep', 'mali']",https://news.un.org/en/story/2019/01/1030022,January,Winter,1,2019,0.0,0.833,0.167,0.3818,0.012076796,0.57998246,0.40794075,positive,neutral
689,2019-01-08 12:00:00+00:00,Unknown,Americas,UN Chief ‘strongly rejects’ Guatemala decision to expel anti-corruption body,"UN Secretary-General António Guterres has “strongly rejected” the Guatemalan Government’s decision to unilaterally terminate the International Commission Against Impunity in Guatemala (CICIG), an independent body set up by the UN and Guatemala to investigate illegal security groups and high-level corruption in the country.","['un', 'chief', 'strongly', 'reject', 'guatemala', 'decision', 'expel', 'anti-corruption', 'body']",https://news.un.org/en/story/2019/01/1029962,January,Winter,1,2019,0.244,0.756,0.0,-0.4404,0.50164515,0.485901,0.012453855,negative,negative
690,2019-01-06 12:00:00+00:00,Somalia,Africa,2019 'a critical year' for Somali politics and development says Security Council,"In the wake of the Somali Government's decision last week to expel the head of the UN's assistance mission, UNSOM, the Security Council on Saturday cautioned that 2019 would be ""a critical year"" for the east African nation that is reconsituting itself after decades of conflict.","['2019', 'critical', 'year', 'somali', 'politics', 'development', 'say', 'security', 'council']",https://news.un.org/en/story/2019/01/1029892,January,Winter,1,2019,0.156,0.68,0.163,0.0258,0.039941438,0.84444135,0.115617126,neutral,neutral
691,2019-01-05 12:00:00+00:00,Burkina Faso,Africa,"Burkina Faso: Dozens killed in clashes, UN chief condemns attacks","More than 40 civilians have been reportedly killed during intercommunal clashes this week in northern Burkina Faso, prompting UN Secretary-General António Guterres to issue a statement on Friday night condemning the violence and “deteriorating security situation” in parts of the West African country.","['burkina', 'faso', 'dozen', 'killed', 'clash', 'un', 'chief', 'condemns', 'attack']",https://news.un.org/en/story/2019/01/1029882,January,Winter,1,2019,0.605,0.395,0.0,-0.8934,0.84298944,0.15368319,0.0033273802,negative,negative
692,2019-01-04 12:00:00+00:00,Somalia,Africa,UN chief expresses ‘full confidence’ in top Somalia official following Government expulsion,"The UN Secretary-General said on Friday he “deeply regrets” the Somali Government’s decision to expel his Special Representative in the country, adding that he had “full confidence” in Nicholas Haysom’s abilities and track record as an international civil servant.","['un', 'chief', 'express', 'full', 'confidence', 'top', 'somalia', 'official', 'following', 'government', 'expulsion']",https://news.un.org/en/story/2019/01/1029842,January,Winter,1,2019,0.0,0.859,0.141,0.2023,0.011258185,0.68148243,0.30725938,positive,neutral
693,2019-01-04 12:00:00+00:00,Unknown,Africa,DRC ‘calm but tense’ as country awaits presidential election result,"The post-election environment in the Democratic Republic of the Congo (DRC) is “calm but tense” as the country waits for the results of the presidential poll, the UN Human Rights office (OHCHR) said on Friday.","['drc', 'calm', 'tense', 'country', 'awaits', 'presidential', 'election', 'result']",https://news.un.org/en/story/2019/01/1029782,January,Winter,1,2019,0.0,0.861,0.139,0.1154,0.08739626,0.8387836,0.0738201,positive,neutral
694,2019-01-03 12:00:00+00:00,Afghanistan,Asia Pacific,Security Council condemns attacks on Afghan security forces which killed at least 27,"The United Nations Security Council has condemned “in the strongest terms” a series of coordinated attacks aimed at security checkpoints in northern Afghanistan which took place on Monday night, killing at least 27 and wounding dozens of others","['security', 'council', 'condemns', 'attack', 'afghan', 'security', 'force', 'killed', 'least', '27']",https://news.un.org/en/story/2019/01/1029732,January,Winter,1,2019,0.455,0.34,0.204,-0.7845,0.8985563,0.09880594,0.002637745,negative,negative
695,2019-01-03 12:00:00+00:00,Somalia,Africa,"‘Milestones are clear’ for ‘significant progress’ in Somalia during 2019, Security Council hears","Somali Government efforts to build a lasting peace through political reform and transformation have progressed along a “positive trajectory” but everyone involved in the process needs to “pull in the same direction”, the UN Special Representative in the country told the Security Council on Thursday.","['milestone', 'clear', 'significant', 'progress', 'somalia', '2019', 'security', 'council', 'hears']",https://news.un.org/en/story/2019/01/1029712,January,Winter,1,2019,0.0,0.833,0.167,0.34,0.003149248,0.5189817,0.47786912,positive,neutral
696,2019-01-03 12:00:00+00:00,Unknown,Africa,Deadly Mali attack to be investigated by UN rights experts,"An attack on a village in central Mali earlier this week in which at least 37 civilians died, is to be investigated with the help of United Nations human rights experts, the UN stabilization mission in the country (MINUSMA), announced on Thursday.","['deadly', 'mali', 'attack', 'investigated', 'un', 'right', 'expert']",https://news.un.org/en/story/2019/01/1029682,January,Winter,1,2019,0.256,0.744,0.0,-0.4767,0.5782651,0.41366383,0.008071152,negative,negative
697,2019-01-02 12:00:00+00:00,Somalia,Africa,Attack on UN compound in Somalia may be 'violation of international humanitarian law',"United Nations Secretary-General António Guterres strongly condemned Tuesday’s attacks against the UN compound in Mogadishu, the capital of Somalia, saying that intentionally attacking UN personnel may constitute ""a violation of international humanitarian law.”","['attack', 'un', 'compound', 'somalia', 'may', 'violation', 'international', 'humanitarian', 'law']",https://news.un.org/en/story/2019/01/1029642,January,Winter,1,2019,0.364,0.636,0.0,-0.743,0.73660475,0.2584114,0.0049838317,negative,negative
698,2020-12-31 12:00:00+00:00,Guinea-Bissau,Africa,Guinea-Bissau: UN chief commits to continued support as peacebuilding office closes,"United Nations Secretary-General António Guterres reaffirmed the Organization’s commitment to the people of Guinea-Bissau on Thursday, the final day of operations for the UN Integrated Peacebuilding Office in the West African country (UNIOGBIS).","['guinea-bissau', 'un', 'chief', 'commits', 'continued', 'support', 'peacebuilding', 'office', 'close']",https://news.un.org/en/story/2020/12/1081212,December,Winter,4,2020,0.0,0.703,0.297,0.4215,0.017702144,0.66035557,0.3219423,positive,neutral
699,2020-12-31 12:00:00+00:00,Unknown,Africa,"United Nations, African Union reiterate commitment to Sudan, as joint mission ends operations",The United Nations Secretary-General and the Chairperson of the African Union Commission have reiterated their commitment to continue to support Sudan consolidate peace as the AU-UN hybrid peacekeeping mission in the country’s Darfur region ends its operations on Thursday.,"['united', 'nation', 'african', 'union', 'reiterate', 'commitment', 'sudan', 'joint', 'mission', 'end', 'operation']",https://news.un.org/en/story/2020/12/1081182,December,Winter,4,2020,0.0,0.671,0.329,0.6597,0.029218405,0.8571754,0.11360622,positive,neutral
700,2020-12-30 12:00:00+00:00,YE,Middle East,Questions and answers about the UN mission to the SAFER oil tanker in Yemen,1. What is the SAFER oil tanker?,"['question', 'answer', 'un', 'mission', 'safer', 'oil', 'tanker', 'yemen']",https://news.un.org/en/story/2020/12/1081162,December,Winter,4,2020,0.0,0.786,0.214,0.5473,0.14045857,0.8418308,0.017710652,positive,neutral
701,2020-12-30 12:00:00+00:00,YE,Middle East,UN chief and Yemen Envoy condemn deadly Aden airport attack,"The UN Secretary-General, Antonio Guterres, and the UN Special Envoy for Yemen, Martin Griffiths, have strongly condemned Wednesday’s deadly attack on Aden airport, which is reported to have resulted in the deaths of at least 26 people, and injured more than 50.","['un', 'chief', 'yemen', 'envoy', 'condemn', 'deadly', 'aden', 'airport', 'attack']",https://news.un.org/en/story/2020/12/1081132,December,Winter,4,2020,0.416,0.584,0.0,-0.6908,0.5543096,0.4368545,0.008835871,negative,negative
702,2020-12-30 12:00:00+00:00,Unknown,Africa,UN confirms closure of Darfur peacekeeping mission,"The joint United Nations-African Union mission in the Darfur region of Sudan (UNAMID) will officially end operations on Thursday, when the Government of Sudan will take over responsibility for the protection of civilians in the area.","['un', 'confirms', 'closure', 'darfur', 'peacekeeping', 'mission']",https://news.un.org/en/story/2020/12/1081122,December,Winter,4,2020,0.0,0.667,0.333,0.4588,0.044926845,0.9111323,0.04394089,positive,neutral
703,2020-12-30 12:00:00+00:00,Unknown,Africa,First Person: family tragedy and the UN as ‘saviour’ in Darfur,"The people of the restive region of Darfur in Sudan have seen the joint United Nations and African Union peacekeeping mission (UNAMID) as a ""saviour"" according to a writer for UN News who grew up in Darfur.","['first', 'person', 'family', 'tragedy', 'un', 'saviour', 'darfur']",https://news.un.org/en/story/2020/12/1080992,December,Winter,4,2020,0.306,0.694,0.0,-0.6597,0.78458583,0.2083991,0.0070151193,negative,negative
704,2020-12-29 12:00:00+00:00,Uganda,Africa,End arrests of political opponents in Uganda: UN independent experts,"A group of independent UN human rights experts called on Ugandan authorities to end the arrest, detention and judicial harassment of political opponents, civil society leaders and human rights defenders.","['end', 'arrest', 'political', 'opponent', 'uganda', 'un', 'independent', 'expert']",https://news.un.org/en/story/2020/12/1081072,December,Winter,4,2020,0.244,0.756,0.0,-0.4404,0.41263792,0.5744631,0.012898987,negative,neutral
705,2020-12-28 12:00:00+00:00,Unknown,Global,"After year of ‘trials, tragedies and tears’, UN chief sends message of hope for 2021","As the world enters 2021, after a “year of trials, tragedies and tears”, the United Nations Secretary-General, António Guterres, has delivered a message of hope for the new year.","['year', 'trial', 'tragedy', 'tear', 'un', 'chief', 'sends', 'message', 'hope', '2021']",https://news.un.org/en/story/2020/12/1080962,December,Winter,4,2020,0.154,0.691,0.154,0.0,0.028533813,0.44838002,0.52308613,neutral,positive
706,2020-12-26 12:00:00+00:00,Niger,Africa,Niger: UN chief urges security forces to protect civilians during polls,The United Nations Secretary-General has called on the security forces in Niger to “make every effort” to protect civilians as they take part in Sunday’s elections.,"['niger', 'un', 'chief', 'urge', 'security', 'force', 'protect', 'civilian', 'poll']",https://news.un.org/en/story/2020/12/1080912,December,Winter,4,2020,0.0,0.643,0.357,0.6124,0.12157114,0.8451326,0.03329619,positive,neutral
707,2020-12-26 12:00:00+00:00,CF,Africa,"UN chief urges peaceful, credible elections in Central African Republic","On the eve of general elections in the Central African Republic (CAR), the United Nations Secretary-General has called on all stakeholders to ensure that the polls are held in a peaceful, inclusive and credible manner.","['un', 'chief', 'urge', 'peaceful', 'credible', 'election', 'central', 'african', 'republic']",https://news.un.org/en/story/2020/12/1080902,December,Winter,4,2020,0.0,0.738,0.262,0.4939,0.030477833,0.768942,0.20058027,positive,neutral
708,2020-12-25 12:00:00+00:00,CF,Africa,UN chief condemns attacks against peacekeepers in the Central African Republic,The United Nations Secretary-General has strongly condemned Friday’s attacks that killed three Burundian peacekeepers in the Central African Republic (CAR) and left another two wounded.,"['un', 'chief', 'condemns', 'attack', 'peacekeeper', 'central', 'african', 'republic']",https://news.un.org/en/story/2020/12/1080892,December,Winter,4,2020,0.369,0.476,0.155,-0.5574,0.6463381,0.3472278,0.006434088,negative,negative
709,2020-12-24 12:00:00+00:00,CF,Africa,Central African Republic: Pre-election violence ‘must stop’ – UN envoy,"Days before Sunday’s election, armed clashes in the Central African Republic (CAR) have prompted the “serious concern” of the UN aid coordinator in the country.","['central', 'african', 'republic', 'pre-election', 'violence', 'must', 'stop', 'un', 'envoy']",https://news.un.org/en/story/2020/12/1080872,December,Winter,4,2020,0.339,0.661,0.0,-0.6249,0.4979814,0.48564455,0.016374104,negative,negative
710,2020-12-23 12:00:00+00:00,CF,Africa,Central African Republic: UN rights office warns of ‘escalating violence’ ahead of Sunday poll,"Just days before elections in the Central African Republic (CAR), an uptick in armed violence is threatening the safety of civilians and their right to vote, according to the UN human rights office.","['central', 'african', 'republic', 'un', 'right', 'office', 'warns', 'escalating', 'violence', 'ahead', 'sunday', 'poll']",https://news.un.org/en/story/2020/12/1080772,December,Winter,4,2020,0.097,0.903,0.0,-0.1027,0.68426746,0.30870155,0.007030979,negative,negative
711,2020-12-22 12:00:00+00:00,Iran,Asia Pacific,Iran nuclear deal: ‘Heated rhetoric and the heightened risk of miscalculation’ widen differences,"Although the landmark Iran nuclear deal could improve regional stability if fully implemented, increased tensions have highlighted the risks posed by escalation, the UN’s Political and Peacebuilding Affairs chief told the Security Council on Tuesday.","['iran', 'nuclear', 'deal', 'heated', 'rhetoric', 'heightened', 'risk', 'miscalculation', 'widen', 'difference']",https://news.un.org/en/story/2020/12/1080592,December,Winter,4,2020,0.149,0.851,0.0,-0.2732,0.4312243,0.5517187,0.017057082,negative,neutral
712,2020-12-22 12:00:00+00:00,Ethiopia,Africa,"Tigray: Hundreds of civilians reported killed in artillery strikes, warns UN rights chief","Reports of artillery strikes on civilians and mass killings of non-combatants in Ethiopia’s Tigray region, must be investigated and full access granted to independent investigators, UN rights chief Michelle Bachelet said on Tuesday.","['tigray', 'hundred', 'civilian', 'reported', 'killed', 'artillery', 'strike', 'warns', 'un', 'right', 'chief']",https://news.un.org/en/story/2020/12/1080622,December,Winter,4,2020,0.457,0.543,0.0,-0.8126,0.8411305,0.15483263,0.0040368796,negative,negative
713,2020-12-21 12:00:00+00:00,Palestine,Middle East,"Return to ‘path of meaningful negotiations’, UN envoy urges Israelis, Palestinians","Addressing the UN Security Council on Monday, the UN envoy for the Middle East Peace Process urged Israelis, Palestinians, regional States and the broader international community to “take practical steps to enable the parties to re-engage” in the peace process.","['return', 'path', 'meaningful', 'negotiation', 'un', 'envoy', 'urge', 'israeli', 'palestinian']",https://news.un.org/en/story/2020/12/1080542,December,Winter,4,2020,0.0,0.813,0.187,0.3182,0.06777158,0.89234275,0.039885715,positive,neutral
714,2020-12-20 12:00:00+00:00,Unknown,Africa,CAR: UN chief condemns escalating violence during election campaign,"With a week to go until elections are scheduled to take place in the Central African Republic (CAR), the UN is concerned about an escalation of armed attacks, amid reports that armed groups have taken control of towns near the capital, Bangui.","['car', 'un', 'chief', 'condemns', 'escalating', 'violence', 'election', 'campaign']",https://news.un.org/en/story/2020/12/1080482,December,Winter,4,2020,0.514,0.486,0.0,-0.8126,0.4697506,0.51713574,0.013113706,negative,neutral
715,2020-12-18 12:00:00+00:00,NG,Africa,UN chief commends ‘swift action’ by Nigerian authorities as more than 300 boys are reunited with their families,"The UN chief on Friday welcomed the release of more than 300 schoolboys forcibly taken from their school in northwest Nigeria a week ago, although others reportedly remain missing.","['un', 'chief', 'commends', 'swift', 'action', 'nigerian', 'authority', '300', 'boy', 'reunited', 'family']",https://news.un.org/en/story/2020/12/1080472,December,Winter,4,2020,0.0,1.0,0.0,0.0,0.007916329,0.29206532,0.70001835,neutral,positive
